Name,Year,Theme,Pieces,USD_MSRP,Current_Price
Mining Power Splitter,2018,City,127.0,19.99,16.2
Mining Heavy Driller,2018,City,294.0,49.99,45.0
Mining Experts Site,2018,City,883.0,99.99,133.3693
Arctic Ice Glider,2018,City,50.0,6.99,9.0
Arctic Exploration Team,2018,City,70.0,9.99,12.99
Arctic Ice Crawler,2018,City,200.0,24.99,20.7341
Arctic Air Transport,2018,City,277.0,39.99,48.0
Arctic Scout Truck,2018,City,322.0,59.99,52.0271
Arctic Mobile Exploration Base,2018,City,786.0,119.99,142.99
Arctic Supply Plane,2018,City,707.0,79.99,99.5688
Passenger Train,2018,City,677.0,159.99,147.487
Cargo Train,2018,City,1226.0,229.99,225.0
People Pack - Outdoor Adventures,2018,City,164.0,39.99,49.99
City Hospital,2018,City,861.0,99.99,170.0
Tracks,2018,City,20.0,19.99,27.99
Switch Tracks,2018,City,8.0,15.99,15.5
Kai - Spinjitzu Master,2018,Ninjago,61.0,9.99,23.192
Jay - Spinjitzu Master,2018,Ninjago,68.0,9.99,20.0
Zane - Spinjitzu Master,2018,Ninjago,69.0,9.99,15.0
Cole - Spinjitzu Master,2018,Ninjago,73.0,9.99,21.2
Katana V11,2018,Ninjago,257.0,19.99,29.99
Street Race of Snake Jaguar,2018,Ninjago,308.0,29.99,83.0055
Ninja Nightcrawler,2018,Ninjago,552.0,39.99,72.99
Killow vs. Samurai X,2018,Ninjago,556.0,49.99,185.0
Temple of Resurrection,2018,Ninjago,765.0,69.99,259.99
Golden Dragon Master,2018,Ninjago,92.0,14.99,16.85
Cole - Dragon Master,2018,Ninjago,92.0,14.99,12.49
Jay - Dragon Master,2018,Ninjago,92.0,14.99,14.0
Kai - Dragon Master,2018,Ninjago,92.0,14.99,14.0
Zane - Dragon Master,2018,Ninjago,92.0,14.99,10.45
Destiny's Wing,2018,Ninjago,181.0,19.99,29.75
Throne Room Showdown,2018,Ninjago,221.0,19.99,43.0
Stormbringer,2018,Ninjago,493.0,39.99,80.468
Firstbourne,2018,Ninjago,882.0,69.99,111.1411
Dieselnaut,2018,Ninjago,1179.0,109.99,193.5
Dragon Pit,2018,Ninjago,1660.0,129.99,163.0069
NINJAGO City Docks,2018,The LEGO Ninjago Movie,3553.0,229.99,747.7894
Oni Titan,2018,Ninjago,522.0,49.99,110.0
The Bat-Dune Buggy,2018,The LEGO Batman Movie,198.0,19.99,28.5
The Justice League Anniversary Party,2018,The LEGO Batman Movie,267.0,29.99,42.0
Egghead Mech Food Fight,2018,The LEGO Batman Movie,293.0,29.99,40.0
Harley Quinn Cannonball Attack,2018,The LEGO Batman Movie,425.0,49.99,59.2775
The Bat-Space Shuttle,2018,The LEGO Batman Movie,643.0,79.99,160.0
Hogwarts Castle,2018,Harry Potter,6020.0,469.99,350.991
Lance's Hover Jouster,2018,Nexo Knights,217.0,19.99,35.0
Twinfector,2018,Nexo Knights,191.0,19.99,44.0
Aaron's X-bow,2018,Nexo Knights,569.0,49.99,47.99
Y-wing Starfighter,2018,Star Wars,1967.0,199.99,459.0
Millennium Falcon Microfighter,2018,Star Wars,92.0,9.99,19.99
First Order TIE Fighter Microfighter,2018,Star Wars,91.0,9.99,19.95
Ski Speeder vs. First Order Walker Microfighters,2018,Star Wars,216.0,19.99,23.992
A-Wing vs. TIE Silencer Microfighters,2018,Star Wars,188.0,19.99,23.88
First Order Specialists Battle Pack,2018,Star Wars,108.0,14.99,18.4369
Tatooine Battle Pack,2018,Star Wars,97.0,14.99,24.75
General Grievous' Combat Speeder,2018,Star Wars,157.0,29.99,71.0
Ahch-To Island Training,2018,Star Wars,241.0,29.99,45.0
First Order AT-ST,2018,Star Wars,370.0,39.99,64.99
Defense of Crait,2018,Star Wars,746.0,84.99,70.0
Hoth Medical Chamber,2018,Star Wars,255.0,29.99,49.5
Sandspeeder,2018,Star Wars,278.0,29.99,49.0
Mos Eisley Cantina,2018,Star Wars,376.0,39.99,55.0
Jedi and Clone Troopers Battle Pack,2018,Star Wars,102.0,14.99,40.0
Imperial Patrol Battle Pack,2018,Star Wars,99.0,14.99,24.03
Yoda's Hut,2018,Star Wars,229.0,29.99,48.163
Han Solo's Landspeeder,2018,Star Wars,345.0,29.99,36.99
Moloch's Landspeeder,2018,Star Wars,464.0,39.99,38.0
Imperial TIE Fighter,2018,Star Wars,519.0,69.99,179.99
Kessel Run Millennium Falcon,2018,Star Wars,1414.0,169.99,248.0
Star Wars Advent Calendar,2018,Star Wars,307.0,39.99,37.047
Anakin's Jedi Starfighter,2018,Star Wars,247.0,19.99,55.0
Cloud-Rider Swoop Bikes,2018,Star Wars,355.0,29.99,32.6026
Snoke's Throne Room,2018,Star Wars,492.0,69.99,85.0
Imperial Conveyex Transport,2018,Star Wars,622.0,89.99,159.95
X-wing Starfighter,2018,Star Wars,731.0,79.99,112.81
Imperial AT-Hauler,2018,Star Wars,829.0,99.99,149.99
Sandcrawler,2018,Star Wars,1239.0,139.99,249.95
Imperial Landing Craft,2018,Star Wars,636.0,89.99,139.3802
Betrayal at Cloud City,2018,Star Wars,2812.0,349.99,895.0
Porg,2018,Star Wars,811.0,69.99,117.1126
Boba Fett,2018,Star Wars,144.0,29.99,84.0
Darth Vader,2018,Star Wars,168.0,39.99,89.97
Han Solo,2018,Star Wars,101.0,24.99,18.0
Range Trooper,2018,Star Wars,101.0,24.99,79.99
Darth Maul,2018,Star Wars,104.0,29.99,45.0
1968 Ford Mustang Fastback,2018,Speed Champions,183.0,14.99,25.8116
Ford Fiesta M-Sport WRC,2018,Speed Champions,203.0,14.99,37.3425
Ferrari 488 GT3 Scuderia Corsa,2018,Speed Champions,179.0,14.99,28.5
Porsche 919 Hybrid,2018,Speed Champions,163.0,14.99,34.93
Porsche 911 RSR and 911 Turbo 3.0,2018,Speed Champions,391.0,29.99,62.99
Ferrari Ultimate Garage,2018,Speed Champions,841.0,99.99,154.4725
Pteranodon Chase,2018,Jurassic World,126.0,19.99,21.2075
Stygimoloch Breakout,2018,Jurassic World,222.0,29.99,35.0
Blue's Helicopter Pursuit,2018,Jurassic World,397.0,39.99,59.95
Carnotaurus Gyrosphere Escape,2018,Jurassic World,577.0,79.99,76.99
Indoraptor Rampage at Lockwood Estate,2018,Jurassic World,1019.0,129.99,185.2351
Dilophosaurus Outpost Attack,2018,Jurassic World,289.0,39.99,70.0
Jurassic Park Velociraptor Chase ,2018,Jurassic World,360.0,39.99,57.47
T. Rex Transport,2018,Jurassic World,609.0,69.99,100.0
Aragog's Lair,2018,Harry Potter,157.0,14.99,24.741
Grindelwald's Escape,2018,Harry Potter,132.0,19.99,22.7905
Newt's Case of Magical Creatures,2018,Harry Potter,694.0,49.99,71.0
Hogwarts Whomping Willow,2018,Harry Potter,753.0,69.99,46.5
Hogwarts Great Hall,2018,Harry Potter,878.0,99.99,110.0
Hogwarts Express,2018,Harry Potter,801.0,79.99,64.5
Quidditch Match,2018,Harry Potter,500.0,39.99,66.4905
Corner Garage,2019,Creator Expert,2569.0,199.99,258.3622
Ford Mustang,2019,Creator Expert,1471.0,169.99,130.0
NASA Apollo 11 Lunar Lander,2019,Creator Expert,1087.0,99.99,85.0
Gingerbread House,2019,Creator Expert,1477.0,99.99,127.0
Harley-Davidson Fat Boy,2019,Creator Expert,1023.0,99.99,111.99
Woody & RC,2019,Disney,69.0,9.99,14.95
Duke Caboom's Stunt Show,2019,Disney,120.0,19.99,14.5849
Buzz and Bo Peep's Playground Adventure,2019,Disney,139.0,24.99,22.4108
RV Vacation,2019,Disney,178.0,34.99,29.212
Buzz & Woody's Carnival Mania!,2019,Disney,230.0,49.99,30.0
Carnival Thrill Coaster,2019,Disney,98.0,19.99,25.0
Creative Fun,2019,Duplo,120.0,39.99,37.3762
Mickey's Vacation House,2019,Duplo,57.0,49.99,65.655
Toy Story Train,2019,Duplo,21.0,19.99,22.5
Emmet and Lucy's Visitors from the DUPLO Planet,2019,Duplo,53.0,29.99,24.0
My First Minnie Build,2019,Duplo,10.0,9.99,9.99
My First Mickey Build,2019,Duplo,9.0,9.99,5.0
Frozen Ice Castle,2019,Duplo,59.0,49.99,49.0
Bricks and Ideas,2019,Classic,123.0,9.99,6.95
Basic Brick Set ,2019,Classic,300.0,19.99,14.95
Creative Fun,2019,Classic,900.0,39.99,29.0
San Francisco,2019,Architecture,565.0,49.99,64.95
Paris,2019,Architecture,649.0,49.99,36.99
Trafalgar Square,2019,Architecture,1197.0,79.99,70.0
Empire State Building,2019,Architecture,1767.0,129.99,139.99
Minecraft Steve BigFig with Parrot,2019,Minecraft,159.0,14.99,35.0
Minecraft Alex BigFig with Chicken,2019,Minecraft,160.0,14.99,28.0
Minecraft Skeleton BigFig with Magma Cube,2019,Minecraft,142.0,14.99,24.687
The End Battle,2019,Minecraft,222.0,19.99,20.0
Pirate Ship,2019,Minecraft,386.0,39.99,44.8215
The Wool Farm,2019,Minecraft,260.0,19.99,22.1311
The Blaze Bridge,2019,Minecraft,372.0,29.99,25.0
The Creeper Mine,2019,Minecraft,834.0,79.99,84.0
The Flintstones,2019,Ideas,748.0,59.99,60.0
Steamboat Willie,2019,Ideas,751.0,89.99,157.03
Tree House,2019,Ideas,3036.0,249.99,151.2
Central Perk,2019,Ideas,1070.0,59.99,50.0
Dinosaur Fossils,2019,Ideas,910.0,59.99,63.5248
Space Satellite,2019,City,36.0,3.99,4.5
Mia's Water Fun,2019,Friends,28.0,3.99,4.356
Rex's Plantimal Ambush,2019,The LEGO Movie 2,32.0,3.99,2.99
Obi-Wan Kenobi - Collectable Minifigure,2019,Star Wars,12.0,3.99,8.9735
Futuristic Flyer,2019,Creator,157.0,14.99,19.99
Dune Buggy,2019,Creator,147.0,12.99,12.99
Deep Sea Creatures,2019,Creator,230.0,14.99,5.99
Sunset Track Racer,2019,Creator,221.0,19.99,17.95
Underwater Robot,2019,Creator,207.0,19.99,25.48
Shuttle Transporter,2019,Creator,341.0,24.99,29.99
Helicopter Adventure,2019,Creator,114.0,9.99,9.0
Riverside Houseboat,2019,Creator,396.0,39.99,32.0
Race Plane,2019,Creator,333.0,29.99,22.0
Fairground Carousel,2019,Creator,595.0,49.99,45.0
Twin-Rotor Helicopter,2019,Creator,569.0,59.99,49.95
Townhouse Pet Shop & Café,2019,Creator,969.0,79.99,88.6552
Outback Cabin,2019,Creator,305.0,29.99,56.0
Year of the Pig,2019,Seasonal,152.0,9.99,33.1642
Newbury Juice Bar,2019,Hidden Side,127.0,12.99,25.9841
Sea Accessories,2019,Xtra,24.0,3.99,6.0
NINJAGO Minifigure Set,2019,Ninjago,59.0,12.99,19.0
Spider-Man and the Museum Break-In,2019,Marvel Super Heroes,49.0,14.99,44.8676
Summer Celebration Minifigure Pack,2019,Collectable Minifigures,45.0,12.99,12.0
Birthday Clown,2019,BrickHeadz,150.0,9.99,10.0
Valentine's Puppy,2019,BrickHeadz,147.0,9.99,20.0
Easter Chick,2019,BrickHeadz,120.0,9.99,15.0
Halloween Ghost,2019,BrickHeadz,136.0,9.99,24.9
Thanksgiving Scarecrow,2019,BrickHeadz,177.0,9.99,22.0
"Reindeer, Elf and Elfie",2019,BrickHeadz,281.0,19.99,16.55
Dragon Dance Guy,2019,BrickHeadz,170.0,9.99,16.8
Lady Liberty,2019,BrickHeadz,153.0,9.99,12.5965
Jasmine's Petite Tower,2019,Disney,49.0,9.99,10.0
Cinderella's Carriage Ride,2019,Disney,91.0,19.99,18.0
Ariel's Castle,2019,Disney,115.0,24.99,28.0
Aladdin's and Jasmine's Palace Adventures,2019,Disney,193.0,29.99,40.0
"Ariel, Aurora, and Tiana's Royal Celebration",2019,Disney,282.0,39.99,80.0
Rapunzel's Small Tower,2019,Disney,44.0,9.99,9.0
Enchanted Tree House,2019,Disney,302.0,49.99,44.7935
Anna's Canoe Expedition,2019,Disney,108.0,19.99,11.95
Elsa and the Reindeer Carriage,2019,Disney,116.0,29.99,24.75
Arendelle Castle,2019,Disney,521.0,79.99,64.0
Elsa's Jewellery Box,2019,Disney,300.0,39.99,27.99
Olaf,2019,Disney,122.0,14.99,6.5
Underwater Loop,2019,Friends,389.0,29.99,24.0
Andrea's Heart Box,2019,Friends,84.0,7.99,8.99
Emma's Heart Box,2019,Friends,85.0,7.99,9.99
Stephanie's Heart Box,2019,Friends,85.0,7.99,9.99
Olivia's Heart Box,2019,Friends,85.0,7.99,8.99
Mia's Heart Box,2019,Friends,83.0,7.99,9.99
Mia's Foal Stable ,2019,Friends,118.0,19.99,22.25
Heartlake City Supermarket,2019,Friends,140.0,29.99,29.99
Mia's Forest Adventures ,2019,Friends,134.0,14.99,12.99
Stephanie's Buggy & Trailer ,2019,Friends,166.0,19.99,16.49
Emma's Art Studio,2019,Friends,235.0,24.99,42.24
Olivia's Cupcake Cafe,2019,Friends,335.0,29.99,29.99
Stephanie's Horse Jumping,2019,Friends,337.0,39.99,37.5
Andrea's Talent Show,2019,Friends,492.0,49.99,30.0
Mia's House,2019,Friends,715.0,69.99,75.0
Mia's Horse Trailer,2019,Friends,216.0,29.99,30.0
Stephanie's Gymnastics Show,2019,Friends,241.0,29.99,30.0
Funny Octopus Ride,2019,Friends,324.0,39.99,33.98
Andrea's Pool Party,2019,Friends,468.0,49.99,49.8638
Heartlake City Amusement Pier,2019,Friends,1251.0,129.99,111.144
Dolphins Rescue Mission,2019,Friends,363.0,39.99,28.99
Heartlake City Restaurant,2019,Friends,624.0,59.99,39.99
Lighthouse Rescue Center,2019,Friends,602.0,59.99,38.99
Rescue Mission Boat,2019,Friends,908.0,89.99,89.5795
Olivia's Hamster Playground,2019,Friends,81.0,9.99,10.0
Olivia's Summer Heart Box,2019,Friends,93.0,7.99,6.25
Power Boat,2019,Technic,174.0,14.99,21.99
Police Pursuit,2019,Technic,120.0,19.99,14.9925
Rescue Helicopter,2019,Technic,325.0,39.99,32.95
Chevrolet Corvette ZR1,2019,Technic,579.0,49.99,48.0
Tracked Loader,2019,Technic,827.0,79.99,152.991
Remote-Controlled Stunt Racer,2019,Technic,324.0,99.99,154.0
Porsche 911 RSR,2019,Technic,1580.0,179.99,128.99
Compact Crawler Crane,2019,Technic,920.0,99.99,139.99
Car Transporter,2019,Technic,2493.0,179.99,285.0
4x4 X-Treme Off-Roader,2019,Technic,958.0,249.99,259.99
Liebherr R 9800,2019,Technic,4108.0,449.99,614.736
Land Rover Defender,2019,Technic,2573.0,199.99,194.4628
Elsa's Ice Palace,2019,Disney,701.0,79.99,69.49
Ski Resort,2019,City,806.0,89.99,99.99
Jet Patrol,2019,City,54.0,9.99,9.7113
Sky Police Drone Chase,2019,City,192.0,29.99,14.99
Parachute Arrest,2019,City,218.0,39.99,28.0
Diamond Heist,2019,City,400.0,59.99,50.0
Barbecue Burn Out,2019,City,64.0,9.99,9.95
Dock Side Fire,2019,City,97.0,19.99,18.29
Burger Bar Fire Rescue,2019,City,327.0,39.99,28.99
Fire Station,2019,City,509.0,69.99,52.2591
Downtown Fire Brigade,2019,City,943.0,99.99,80.0
Fire Plane,2019,City,363.0,59.99,59.99
Desert Rally Racer,2019,City,75.0,9.99,15.0
Construction Loader,2019,City,88.0,9.99,7.49
Garbage Truck,2019,City,90.0,19.99,19.99
Diving Yacht,2019,City,148.0,19.99,14.99
Snow Groomer,2019,City,197.0,19.99,38.0
Harvester Transport,2019,City,358.0,29.99,40.0
Satellite Service Mission,2019,City,84.0,9.99,19.3515
Rover Testing Drive,2019,City,202.0,29.99,24.99
Mars Research Shuttle,2019,City,273.0,39.99,32.0
Lunar Space Station,2019,City,412.0,59.99,60.0
Deep Space Rocket and Launch Control,2019,City,837.0,99.99,105.0
 Rocket Assembly & Transport,2019,City,1055.0,149.99,120.0
People Pack - Space Research and Development,2019,City,209.0,39.99,38.39
Fire Chief Response Truck,2019,City,201.0,29.99,25.8246
Garage Center,2019,City,234.0,49.99,40.0
Donut Shop Opening,2019,City,790.0,89.99,80.0
People Pack - Fun Fair,2019,City,183.0,39.99,33.25
City Advent Calendar,2019,City,234.0,29.99,26.1633
Straight & T-Junction ,2019,City,2.0,14.99,21.8421
Curves & Crossroad,2019,City,2.0,14.99,10.0
Police Patrol Car,2019,City,92.0,9.99,11.2054
Kayak Adventure,2019,City,84.0,9.99,17.4932
J.B.'s Ghost Lab,2019,Hidden Side,174.0,19.99,18.6756
Wrecked Shrimp Boat,2019,Hidden Side,310.0,29.99,33.9403
Graveyard Mystery,2019,Hidden Side,335.0,29.99,32.0
El Fuego's Stunt Truck,2019,Hidden Side,428.0,39.99,23.99
Shrimp Shack Attack,2019,Hidden Side,579.0,49.99,49.95
Paranormal Intercept Bus 3000,2019,Hidden Side,689.0,59.99,49.99
Ghost Train Express,2019,Hidden Side,698.0,79.99,79.0
Newbury Haunted High School,2019,Hidden Side,1474.0,129.99,129.99
Spinjitzu Kai,2019,Ninjago,97.0,9.99,14.99
Spinjitzu Jay,2019,Ninjago,97.0,9.99,14.99
Spinjitzu Zane,2019,Ninjago,109.0,9.99,14.99
Spinjitzu Nya & Wu,2019,Ninjago,227.0,19.99,22.4339
Spinjitzu Lloyd vs. Garmadon,2019,Ninjago,208.0,19.99,33.25
The Samurai Mech,2019,Ninjago,154.0,14.99,24.99
The Golden Dragon,2019,Ninjago,171.0,19.99,26.1728
Kai's Blade Cycle & Zane's Snowmobile,2019,Ninjago,376.0,29.99,60.0
Jay's Storm Fighter,2019,Ninjago,490.0,39.99,67.2548
Cole's Earth Driller ,2019,Ninjago,587.0,49.99,84.99
Monastery of Spinjitzu,2019,Ninjago,1070.0,79.99,134.3804
Lloyd's Journey,2019,Ninjago,81.0,14.99,19.75
Cole's Dirt Bike,2019,Ninjago,212.0,19.99,31.59
Shuricopter,2019,Ninjago,361.0,29.99,33.5951
Fire Fang,2019,Ninjago,463.0,39.99,66.9678
Katana 4X4,2019,Ninjago,450.0,49.99,56.95
Lloyd's Titan Mech,2019,Ninjago,876.0,79.99,149.3116
Land Bounty,2019,Ninjago,1178.0,129.99,215.0
Castle of the Forsaken Emperor,2019,Ninjago,1218.0,99.99,179.99
The Ultra Dragon,2019,Ninjago,951.0,84.99,146.9279
Monastery Training,2019,Ninjago,122.0,9.99,9.99
Spinjitzu Slam - Lloyd,2019,Ninjago,70.0,9.99,11.75
Spinjitzu Slam - Jay,2019,Ninjago,72.0,9.99,7.99
Spinjitzu Slam - Zane,2019,Ninjago,63.0,9.99,15.99
LEGO Movie Maker,2019,The LEGO Movie 2,482.0,49.99,24.95
Emmet and Benny's 'Build and Fix' Workshop!,2019,The LEGO Movie 2,117.0,19.99,17.0
Unikitty's Sweetest Friends EVER!,2019,The LEGO Movie 2,76.0,9.99,11.49
Emmet's Thricycle!,2019,The LEGO Movie 2,174.0,14.99,10.0
Introducing Queen Watevra Wa'Nabi,2019,The LEGO Movie 2,115.0,19.99,12.0
Queen Watevra's Build Whatever Box!,2019,The LEGO Movie 2,455.0,39.99,20.0
Rex's Rex-treme Offroader!,2019,The LEGO Movie 2,236.0,29.99,22.2282
Ultrakatty & Warrior Lucy!,2019,The LEGO Movie 2,348.0,29.99,30.0
Pop-Up Party Bus,2019,The LEGO Movie 2,1024.0,79.99,30.0
Emmet and Lucy's Escape Buggy!,2019,The LEGO Movie 2,550.0,49.99,48.5263
Sweet Mayhem's Systar Starship!,2019,The LEGO Movie 2,502.0,69.99,45.0
Emmet's Dream House/Rescue Rocket!,2019,The LEGO Movie 2,706.0,69.99,59.99
Emmet's Builder Box!,2019,The LEGO Movie 2,125.0,29.99,37.3279
Lucy's Builder Box!,2019,The LEGO Movie 2,141.0,29.99,29.8623
MetalBeard's Heavy Metal Motor Trike!,2019,The LEGO Movie 2,461.0,59.99,65.0
Rex's Rexplorer!,2019,The LEGO Movie 2,1187.0,119.99,72.5
Battle-Ready Batman and MetalBeard,2019,The LEGO Movie 2,168.0,19.99,17.0
Shimmer & Shine Sparkle Spa!,2019,The LEGO Movie 2,691.0,69.99,24.95
Queen Watevra's ‘So-Not-Evil' Space Palace,2019,The LEGO Movie 2,995.0,99.99,64.99
The Rexcelsior!,2019,The LEGO Movie 2,1826.0,149.99,150.0
Welcome to Apocalypseburg!,2019,The LEGO Movie 2,3178.0,299.99,696.9011
Benny's Space Squad,2019,The LEGO Movie 2,68.0,9.99,30.0
Emmet's Triple-Decker Couch Mech,2019,The LEGO Movie 2,312.0,29.99,35.0
Good Morning Sparkle Babies!,2019,The LEGO Movie 2,50.0,9.99,19.0
Systar Party Crew,2019,The LEGO Movie 2,196.0,19.99,19.95
Wyld-Mayhem Star Fighter,2019,The LEGO Movie 2,405.0,49.99,37.99
Disney Train and Station,2019,Disney,2925.0,329.99,439.992
Naboo Starfighter Microfighter,2019,Star Wars,62.0,9.99,20.0
Sith Infiltrator Microfighter,2019,Star Wars,92.0,9.99,20.0
Elite Praetorian Guard Battle Pack,2019,Star Wars,109.0,14.99,29.881
Inferno Squad Battle Pack,2019,Star Wars,118.0,14.99,44.95
Escape Pod vs. Dewback Microfighters,2019,Star Wars,177.0,19.99,39.0
Death Star Escape,2019,Star Wars,329.0,29.99,39.0
Kylo Ren & Sith Trooper,2019,BrickHeadz,240.0,19.99,28.0508
Droid Gunship,2019,Star Wars,389.0,49.99,125.5583
AT-AP Walker,2019,Star Wars,689.0,59.99,149.95
X-wing Starfighter Trench Run,2019,Star Wars,132.0,29.99,36.0
Duel on Starkiller Base,2019,Star Wars,191.0,19.99,25.9339
TIE Fighter Attack,2019,Star Wars,77.0,19.99,16.4346
Action Battle Endor Assault,2019,Star Wars,193.0,29.99,16.873
Action Battle Hoth Generator Attack,2019,Star Wars,235.0,29.99,16.873
Major Vonreg's TIE Fighter,2019,Star Wars,496.0,69.99,99.99
Action Battle Echo Base Defense,2019,Star Wars,504.0,59.99,50.0
Black Ace TIE Interceptor,2019,Star Wars,396.0,49.99,54.4987
Slave I - 20th Anniversary Edition,2019,Star Wars,1007.0,119.99,180.0
Tantive IV,2019,Star Wars,1768.0,199.99,274.99
Star Wars Advent Calendar,2019,Star Wars,280.0,39.99,47.5
Death Star Cannon,2019,Star Wars,159.0,19.99,17.99
Rebel A-wing Starfighter,2019,Star Wars,62.0,14.99,24.0
Resistance A-wing Starfighter,2019,Star Wars,269.0,29.99,28.1568
Resistance Y-wing Starfighter,2019,Star Wars,578.0,69.99,52.0
Pasaana Speeder Chase,2019,Star Wars,373.0,39.99,36.5
Darth Vader's Castle,2019,Star Wars,1060.0,129.99,170.0
Imperial Star Destroyer,2019,Star Wars,4784.0,699.99,970.0
Droid Commander,2019,Star Wars,1177.0,199.99,180.0
AT-ST Raider,2019,Star Wars,540.0,49.99,30.0
Yoda,2019,Star Wars,1771.0,99.99,89.99
Kylo Ren's Shuttle,2019,Star Wars,1005.0,129.99,164.99
Millennium Falcon,2019,Star Wars,1351.0,169.99,126.0
Anakin's Podracer – 20th Anniversary Edition,2019,Star Wars,279.0,29.99,40.0
Snowspeeder – 20th Anniversary Edition,2019,Star Wars,309.0,39.99,106.487
Clone Scout Walker  – 20th Anniversary Edition,2019,Star Wars,250.0,29.99,55.0
Imperial Dropship  – 20th Anniversary Edition,2019,Star Wars,125.0,19.99,37.89
The Upside Down,2019,Stranger Things,2287.0,199.99,399.0
Ferrari F40 Competizione,2019,Speed Champions,198.0,14.99,19.0
Chevrolet Camaro ZL1 Race Car,2019,Speed Champions,198.0,14.99,18.0025
McLaren Senna,2019,Speed Champions,219.0,14.99,18.0025
2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,2019,Speed Champions,478.0,29.99,31.0
1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,2019,Speed Champions,481.0,49.99,59.8235
1974 Porsche 911 Turbo 3.0,2019,Speed Champions,180.0,14.99,24.04
Dilophosaurus on the Loose,2019,Jurassic World,168.0,19.99,25.0
Baryonyx Face-Off: The Treasure Hunt,2019,Jurassic World,434.0,59.99,66.3
Jurassic Park: T. rex Rampage,2019,Jurassic World,3120.0,249.99,350.0
Triceratops Rampage,2019,Jurassic World,447.0,59.99,59.95
T. rex vs Dino-Mech Battle,2019,Jurassic World,716.0,89.99,159.99
Expecto Patronum,2019,Harry Potter,121.0,19.99,24.0
Hungarian Horntail Triwizard Challenge,2019,Harry Potter,265.0,29.99,34.4
Hagrid's Hut: Buckbeak's Rescue,2019,Harry Potter,496.0,59.99,49.99
Hogwarts Clock Tower,2019,Harry Potter,922.0,89.99,65.99
The Knight Bus,2019,Harry Potter,403.0,39.99,39.0
Beauxbatons' Carriage: Arrival at Hogwarts ,2019,Harry Potter,430.0,49.99,66.5
Harry Potter Advent Calendar,2019,Harry Potter,305.0,39.99,37.3513
The Rise of Voldemort,2019,Harry Potter,184.0,19.99,31.95
Tracer vs. Widowmaker,2019,Overwatch,129.0,14.99,18.6756
Hanzo vs. Genji,2019,Overwatch,197.0,19.99,49.99
Dorado Showdown,2019,Overwatch,419.0,29.99,35.0
D.Va & Reinhardt,2019,Overwatch,455.0,39.99,99.97
Bastion,2019,Overwatch,602.0,49.99,120.0
Watchpoint: Gibraltar,2019,Overwatch,730.0,89.99,90.0
Wrecking Ball,2019,Overwatch,227.0,19.99,41.0864
Junkrat & Roadhog,2019,Overwatch,380.0,49.99,69.99
Spider-Man Bike Rescue,2019,Marvel Super Heroes,235.0,19.99,44.991
Spider-Man's Spider Crawler ,2019,Marvel Super Heroes,418.0,39.99,62.6082
Spider Mech vs. Venom ,2019,Marvel Super Heroes,604.0,49.99,85.0
Batman Batsub and the Underwater Clash,2019,DC Comics Super Heroes,174.0,19.99,35.0
Batman Mech vs. Poison Ivy Mech ,2019,DC Comics Super Heroes,375.0,39.99,62.33
Mr. Freeze Batcycle Battle,2019,DC Comics Super Heroes,200.0,19.99,28.0
Batmobile: Pursuit of The Joker,2019,DC Comics Super Heroes,342.0,29.99,50.0
Batwing and The Riddler Heist,2019,DC Comics Super Heroes,489.0,49.99,84.99
Batcave Clayface Invasion,2019,DC Comics Super Heroes,1038.0,99.99,127.0495
Captain America: Outriders Attack,2019,Marvel Super Heroes,167.0,19.99,21.5666
War Machine Buster,2019,Marvel Super Heroes,362.0,34.99,28.99
Iron Man Hall of Armor,2019,Marvel Super Heroes,524.0,59.99,49.99
Avengers Ultimate Quinjet,2019,Marvel Super Heroes,838.0,79.99,70.0
Captain Marvel and The Skrull Attack,2019,Marvel Super Heroes,307.0,29.99,34.994
